"8,500 Sq.ft - Office Space for Rent CP42661",8500,Office,https://ikman.lk/en/ad/8500-sqft-office-space-for-rent-cp42661-for-rent-colombo-3,"Colombo 1,","Janadhipathi Mawatha, Colombo 01",https://i.ikman-st.com/8500-sqft-office-space-for-rent-cp42661-for-rent-colombo-3/443a59c8-5fac-4f72-a1aa-3e046294892f/142/107/cropped.jpg,2100000,Rent,Ikman.lk,2026-02-21
"12,000 Sq.ft - Commercial Building for Rent Kelaniya CP47905",12000,Building,https://ikman.lk/en/ad/12000-sqft-commercial-building-for-rent-kelaniya-cp47905-for-rent-gampaha-2,"Kelaniya,","Kandy Road, Kelaniya",https://i.ikman-st.com/12000-sqft-commercial-building-for-rent-kelaniya-cp47905-for-rent-gampaha-2/d544aadc-e00a-408e-84dc-35986fad7379/142/107/cropped.jpg,1200000,Rent,Ikman.lk,2026-02-21
Commercial Property for Rent in Colombo 03,4000,Other,https://ikman.lk/en/ad/commercial-property-for-rent-in-colombo-03-a2063-for-rent-colombo-4,"Colombo 3,",HomeAll adsPropertyCommercial Property RentalsOtherOther in ColomboOther in Colombo 3Commercial Property for Rent in Colombo 03 (A2063),https://i.ikman-st.com/commercial-property-for-rent-in-colombo-03-a2063-for-rent-colombo-4/df58d946-8736-47ae-89ec-f89ef197afad/142/107/cropped.jpg,1200000,Rent,Ikman.lk,2026-02-21
Warehouse with Store For Rent in Kollupity Colombo.03,3500,Warehouse / Storage,https://ikman.lk/en/ad/warehouse-with-store-for-rent-in-kollupity-colombo03-for-rent-colombo,"Colombo 3,",Kollupity Colombo.03,https://i.ikman-st.com/warehouse-with-store-for-rent-in-kollupity-colombo03-for-rent-colombo/12a0879f-24df-4e7d-83ff-ed8e50639e4a/142/107/cropped.jpg,800000,Rent,Ikman.lk,2026-02-21
"8,740 Sq.ft - A Grade Office Space for Rent Colombo 01 CP44474",8740,Office,https://ikman.lk/en/ad/8740-sqft-a-grade-office-space-for-rent-colombo-01-cp44474-for-rent-colombo,"Colombo 1,","Bank of Ceylon Mawatha, Colombo 01",https://i.ikman-st.com/8740-sqft-a-grade-office-space-for-rent-colombo-01-cp44474-for-rent-colombo/6c1be8d7-9f23-4001-88dd-c3de16c11825/142/107/cropped.jpg,5700000,Rent,Ikman.lk,2026-02-21
Shop for Rent in Kollupity Colombo.03,3500,Shop,https://ikman.lk/en/ad/shop-for-rent-in-kollupity-colombo03-for-rent-colombo-3,"Colombo 3,",Kollupity Colombo.03,https://i.ikman-st.com/shop-for-rent-in-kollupity-colombo03-for-rent-colombo-3/afb6dca3-2792-4c21-b6d4-bd99d74e3d5a/142/107/cropped.jpg,800000,Rent,Ikman.lk,2026-02-21
"10,000 Sq.ft - Warehouse Space for Rent Boralesgamuwa CP46073",10000,Warehouse / Storage,https://ikman.lk/en/ad/10000-sqft-warehouse-space-for-rent-boralesgamuwa-cp46073-for-rent-colombo,"Boralesgamuwa,","Werahera Road, Boralesgamuwa",https://i.ikman-st.com/10000-sqft-warehouse-space-for-rent-boralesgamuwa-cp46073-for-rent-colombo/aa986149-7a45-4236-93ec-ef5fa7b8982b/142/107/cropped.jpg,1250000,Rent,Ikman.lk,2026-02-21
Hotel Building For Sale In Kadana - CC798,27242,Building,https://ikman.lk/en/ad/hotel-building-for-sale-in-kadana-cc798-for-sale-gampaha-1,"Wattala,",Commercial Properties For Sale by LocationCommercial Properties For Sale in ColomboCommercial Properties For Sale in GampahaCommercial Properties For Sale in KalutaraCommercial Properties For Sale in KandyCommercial Properties For Sale in KurunegalaProperty for Sale in WattalaApartments for Sale in WattalaLand for Sale in WattalaHouses for Sale in WattalaCommercial Properties for Sale in WattalaNew Developments for Sale in WattalaProperty for Rent in WattalaApartment Rentals in WattalaHouse Rentals in WattalaCommercial Property Rentals in WattalaHoliday & Short-Term Rental in WattalaRoom & Annex Rentals in WattalaTrade ServicesBuilding - Construction in WattalaRoofing in WattalaPlumbing in WattalaFlooring in WattalaPainting - Plastering in Wattala,https://i.ikman-st.com/hotel-building-for-sale-in-kadana-cc798-for-sale-gampaha-1/414a8c81-006b-43ea-8d60-da06f40be46b/142/107/cropped.jpg,220000000,Sale,Ikman.lk,2026-02-21
Commercial Building for Sale in Colombo 13,2825,Building,https://ikman.lk/en/ad/commercial-building-for-sale-in-colombo-13-for-sale-colombo-12,"Colombo 13,","Bloemendhal Road, Kotahena, Colombo 13",https://i.ikman-st.com/commercial-building-for-sale-in-colombo-13-for-sale-colombo-12/99d59bfe-10d9-45ce-b61a-dede5b95754d/142/107/cropped.jpg,110000000,Sale,Ikman.lk,2026-02-21
30000 Sq.ft - Luxury Hotel for Sale CP34754,30000,Hotel,https://ikman.lk/en/ad/30000-sqft-luxury-hotel-for-sale-cp34754-for-sale-colombo-1,"Mount Lavinia,","Station Road, Mount Lavinia",https://i.ikman-st.com/30000-sqft-luxury-hotel-for-sale-cp34754-for-sale-colombo-1/b4155ace-3ef3-41e9-af78-39668d1757f5/142/107/cropped.jpg,920000000,Sale,Ikman.lk,2026-02-21
4 Story Building For sale In Rajagiriya - CC785,8600,Building,https://ikman.lk/en/ad/4-story-building-for-sale-in-rajagiriya-cc785-for-sale-colombo-3,"Rajagiriya,",HomeAll adsPropertyCommercial Properties For SaleBuildingBuilding in ColomboBuilding in Rajagiriya4 Story Building For sale In Rajagiriya - CC785,https://i.ikman-st.com/4-story-building-for-sale-in-rajagiriya-cc785-for-sale-colombo-3/0f3fb0b0-cf5e-4468-b2c1-b5e95247785d/142/107/cropped.jpg,235000000,Sale,Ikman.lk,2026-02-21
à¶±à·à·à¶» à¶´à·à¶»à¶§ à¶¸à·à·à·à¶«à¶½à· à¶±à·à·à·à¶à· à·à¶¸à¶ à·à·âà¶ºà·à¶´à·à¶»à·à¶ à·à·à¶®à·à¶±à¶ºà¶à·,3000,Factory / Workshop,https://ikman.lk/en/ad/nuvr-paartt-muhunnlaa-nivsk-smg-vyaapaarik-sthaanyk-for-sale-gampaha,"Nittambuwa,",Weweldeniya,https://i.ikman-st.com/nuvr-paartt-muhunnlaa-nivsk-smg-vyaapaarik-sthaanyk-for-sale-gampaha/5c616df2-96e5-4cda-81f1-11e45e625bee/142/107/cropped.jpg,56000000,Sale,Ikman.lk,2026-02-21
"12,000 Sq.ft - Commercial Building for Sale CP48259",12000,Building,https://ikman.lk/en/ad/12000-sqft-commercial-building-for-sale-cp48259-for-sale-colombo-9,"Colombo 3,","Alwis Place, Colombo 03",https://i.ikman-st.com/12000-sqft-commercial-building-for-sale-cp48259-for-sale-colombo-9/6848126c-82b8-4153-af8d-2a57c927a34b/142/107/cropped.jpg,579600000,Sale,Ikman.lk,2026-02-21
Colombo 12- Commercial Building for Sale,1100,Building,https://ikman.lk/en/ad/colombo-12-commercial-building-for-sale-sspc-33-for-sale-colombo,"Colombo 12,",32/34 Sri Sumantissa Mawatha Colombo-12,https://i.ikman-st.com/colombo-12-commercial-building-for-sale-sspc-33-for-sale-colombo/21495e64-e921-4f39-86c3-77f1a6d6f366/142/107/cropped.jpg,70000000,Sale,Ikman.lk,2026-02-21
Luxury Villa For Sale In Hantana - CC815,10000,Other,https://ikman.lk/en/ad/luxury-villa-for-sale-in-hantana-cc815-for-sale-kandy-1,"Kandy City,",HomeAll adsPropertyCommercial Properties For SaleOtherOther in KandyOther in Kandy CityLuxury Villa For Sale In Hantana - CC815,https://i.ikman-st.com/luxury-villa-for-sale-in-hantana-cc815-for-sale-kandy-1/435a0f44-8bb9-4e1a-b754-d124e9f09bd8/142/107/cropped.jpg,250000000,Sale,Ikman.lk,2026-02-21
15000 Sq.ft - Commercial Building For Sale CP47897,15000,Building,https://ikman.lk/en/ad/15000-sqft-commercial-building-for-sale-cp47897-for-sale-colombo-5,"Moratuwa,","Galle Road, Rawathawatta",https://i.ikman-st.com/15000-sqft-commercial-building-for-sale-cp47897-for-sale-colombo-5/68bf57d1-d9e3-4776-9b35-8233581ba3e0/142/107/cropped.jpg,120000000,Sale,Ikman.lk,2026-02-21
Hotel for Sale in Kurunegala,5000,Hotel,https://ikman.lk/en/ad/hotel-for-sale-in-kurunegala-for-sale-kurunegala-7,"Kurunegala City,","Negombo Road, Kurunegala",https://i.ikman-st.com/hotel-for-sale-in-kurunegala-for-sale-kurunegala-7/4fe37bcb-e774-4a0b-bf0d-4dff31792613/142/107/cropped.jpg,60000000,Sale,Ikman.lk,2026-02-21
COMMERCIAL PROPERTY FOR SALE IN PILIYANDALA WITH FURNITURES,10000,Hotel,https://ikman.lk/en/ad/commercial-property-for-sale-in-piliyandala-with-furnitures-sp1063-for-sale-colombo,"Boralesgamuwa,",Piliyandala,https://i.ikman-st.com/commercial-property-for-sale-in-piliyandala-with-furnitures-sp1063-for-sale-colombo/028386b3-0875-4885-a682-51b4171e7d30/142/107/cropped.jpg,850000000,Sale,Ikman.lk,2026-02-21
"6,500 Sq.ft - Apartment Building for Sale CP34721",6500,Building,https://ikman.lk/en/ad/6500-sqft-apartment-building-for-sale-cp34721-for-sale-colombo-5,"Kalubowila,","Sri Maha Vihara Road, Kalubowila",https://i.ikman-st.com/6500-sqft-apartment-building-for-sale-cp34721-for-sale-colombo-5/722bcff0-5904-4177-b8b0-a2f2a1a45a60/142/107/cropped.jpg,150000000,Sale,Ikman.lk,2026-02-21
Commercial Property for Sale in Colombo 04,6500,Other,https://ikman.lk/en/ad/commercial-property-for-sale-in-colombo-04-a3673-for-sale-colombo-5,"Colombo 4,",HomeAll adsPropertyCommercial Properties For SaleOtherOther in ColomboOther in Colombo 4Commercial Property for Sale in Colombo 04 (A3673),https://i.ikman-st.com/commercial-property-for-sale-in-colombo-04-a3673-for-sale-colombo-5/d59f2832-e356-4189-aa3e-c082ffc1f5d3/142/107/cropped.jpg,225000000,Sale,Ikman.lk,2026-02-21
Commercial Property for Sale in Dehiwala,8000,Other,https://ikman.lk/en/ad/commercial-property-for-sale-in-dehiwala-for-sale-colombo-2,"Dehiwala,",HomeAll adsPropertyCommercial Properties For SaleOtherOther in ColomboOther in DehiwalaCommercial Property for Sale in Dehiwala,https://i.ikman-st.com/commercial-property-for-sale-in-dehiwala-for-sale-colombo-2/b4760870-a52f-4c2c-8085-885bfb5b4e7b/142/107/cropped.jpg,350000000,Sale,Ikman.lk,2026-02-21
Commercial Property for Sale in Rajagiriya,8600,Other,https://ikman.lk/en/ad/commercial-property-for-sale-in-rajagiriya-a5106-for-sale-colombo-7,"Rajagiriya,",HomeAll adsPropertyCommercial Properties For SaleOtherOther in ColomboOther in RajagiriyaCommercial Property for Sale in Rajagiriya (A5106),https://i.ikman-st.com/commercial-property-for-sale-in-rajagiriya-a5106-for-sale-colombo-7/ddfcc2dd-9eed-4a30-a17d-b39955e3fe84/142/107/cropped.jpg,270000000,Sale,Ikman.lk,2026-02-21
Super Commercial Building for Sale Kirulapana Ds4038,16000,Building,https://ikman.lk/en/ad/super-commercial-building-for-sale-kirulapana-ds4038-for-sale-colombo,"Colombo 5,",Kirulapana,https://i.ikman-st.com/super-commercial-building-for-sale-kirulapana-ds4038-for-sale-colombo/87505515-9439-4dd3-9124-1f57873b43bf/142/107/cropped.jpg,290000000,Sale,Ikman.lk,2026-02-21
Commercial Property for Sale Kolonnawa Ds18120,4300,Building,https://ikman.lk/en/ad/commercial-property-for-sale-kolonnawa-ds18120-for-sale-colombo,"Kolonnawa,",Kolonnawa,https://i.ikman-st.com/commercial-property-for-sale-kolonnawa-ds18120-for-sale-colombo/9be16fe6-c3fc-4815-8736-b4c2d1b389be/142/107/cropped.jpg,120000000,Sale,Ikman.lk,2026-02-21
commercial property for sale in malabe,3000,Other,https://ikman.lk/en/ad/commercial-property-for-sale-in-malabe-for-sale-colombo-2,"Malabe,",malabe,https://i.ikman-st.com/commercial-property-for-sale-in-malabe-for-sale-colombo-2/8dda1c46-6c3f-4528-ad61-52852cdf2a90/142/107/cropped.jpg,100000000,Sale,Ikman.lk,2026-02-21
Tourist Restaurant For Sale In Moratuwa - CC529,6800,Restaurant,https://ikman.lk/en/ad/tourist-restaurant-for-sale-in-moratuwa-cc529-for-sale-colombo,"Moratuwa,",HomeAll adsPropertyCommercial Properties For SaleRestaurantRestaurant in ColomboRestaurant in MoratuwaTourist Restaurant For Sale In Moratuwa - CC529,https://i.ikman-st.com/tourist-restaurant-for-sale-in-moratuwa-cc529-for-sale-colombo/56b3603a-d0bd-4e28-a2fb-1d3255578c92/142/107/cropped.jpg,135000000,Sale,Ikman.lk,2026-02-21
commercial land for sale battaramulla DS2800,4000,Other,https://ikman.lk/en/ad/commercial-land-for-sale-battaramulla-ds2800-for-sale-colombo,"Battaramulla,",battaramulla,https://i.ikman-st.com/commercial-land-for-sale-battaramulla-ds2800-for-sale-colombo/5ee8ceff-f03c-432d-af87-666898867704/142/107/cropped.jpg,8000000,Sale,Ikman.lk,2026-02-21
super commercial property for sale Ds242150,4000,Other,https://ikman.lk/en/ad/super-commercial-property-for-sale-ds242150-for-sale-colombo,"Colombo 8,",colombo 8,https://i.ikman-st.com/super-commercial-property-for-sale-ds242150-for-sale-colombo/4f098d61-a346-4e16-b321-07bd411feaf6/142/107/cropped.jpg,15000000,Sale,Ikman.lk,2026-02-21
Dehiwala Commercial Property for Sale - 4.43p,1000,Shop,https://ikman.lk/en/ad/dehiwala-commercial-property-for-sale-443p-for-sale-colombo-1,"Dehiwala,",Galle Road Dehiwala,https://i.ikman-st.com/dehiwala-commercial-property-for-sale-443p-for-sale-colombo-1/b89e625b-7851-4d22-93c5-bf3fc2e75cb1/142/107/cropped.jpg,12500000,Sale,Ikman.lk,2026-02-21
Garment Factory Building For Sale At Kadawatha,6000,Factory / Workshop,https://ikman.lk/en/ad/garment-factory-building-for-sale-at-kadawatha-cp-gamkd-20-for-sale-gampaha-28,"Kadawatha,",Kadawatha,https://i.ikman-st.com/garment-factory-building-for-sale-at-kadawatha-cp-gamkd-20-for-sale-gampaha-28/4838d8f4-da3e-4182-959b-81d7e07409cd/142/107/cropped.jpg,38000000,Sale,Ikman.lk,2026-02-21
à·à¶­à·à¶´à·à¶§à·à·à¶½ à¶à¶ºà·à¶¢à¶± à¶à¶½à·à¶´à¶ºà¶§ à·à¶à·à¶±à· à¶¶à·à¶©à·à¶ à¶à·à¶¸à¶» 5à¶à·,2000,Building,https://ikman.lk/en/ad/vtupittivl-aayoojn-klaapytt-llgin-booddin-kaamr-5k-for-sale-gampaha,"Nittambuwa,",wathupitiwala,https://i.ikman-st.com/vtupittivl-aayoojn-klaapytt-llgin-booddin-kaamr-5k-for-sale-gampaha/f9a7c715-9c20-4c59-b6f7-8a23798c5321/142/107/cropped.jpg,5000000,Sale,Ikman.lk,2026-02-21
waterfront land for sale Ds4600,4000,Other,https://ikman.lk/en/ad/waterfront-land-for-sale-ds4600-for-sale-colombo,"Moratuwa,",moratuwa bolgoda,https://i.ikman-st.com/waterfront-land-for-sale-ds4600-for-sale-colombo/66d287a3-d1ee-45d9-bca2-c593b6f44292/142/107/cropped.jpg,600000,Sale,Ikman.lk,2026-02-21
"5,000 Sq.ft A Grade Office Space for Rent - CP35121",5000,Office space,https://www.lankapropertyweb.com/rentals/property_details-5864000.html,"Park Street, Colombo 2","Park Street, Colombo 2     [View on large map]",https://www.lankapropertyweb.com/pics/5864000/5864000_1769933401_0994.png,2800000,Rent,Lankapropertyweb.com,2026-02-21
Office Space for rent in Colombo 5,2500,Office space,https://www.lankapropertyweb.com/rentals/property_details-5828199.html,Colombo 5,Colombo 5     [View on large map],https://www.lankapropertyweb.com/pics/5828199/5828199_1761365606_7907.jpeg,250000,Rent,Lankapropertyweb.com,2026-02-21
All-inclusive access to professional office space for...,646,Office space,https://www.lankapropertyweb.com/rentals/property_details-503603.html,"2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4","2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4     [View on large map]",https://www.lankapropertyweb.com/pics/503603/503603_1645542628_7805.jpg,159602,Rent,Lankapropertyweb.com,2026-02-21
"13,400 Sq.ft A Grade Office Space for Rent - CP35123",13400,Office space,https://www.lankapropertyweb.com/rentals/property_details-5867127.html,"Park Street, Colombo 2","Park Street, Colombo 2     [View on large map]",https://www.lankapropertyweb.com/pics/5867127/5867127_1770622886_3625.png,7100000,Rent,Lankapropertyweb.com,2026-02-21
Discover office space at Regus World Trade Centre -...,646,Office space,https://www.lankapropertyweb.com/rentals/property_details-504053.html,"Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1","Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1     [View on large map]",https://www.lankapropertyweb.com/pics/504053/504053_1645632729_654.jpg,257900,Rent,Lankapropertyweb.com,2026-02-21
"4,946 Sq.ft Office Space for Rent - CP48493",4946,Office space,https://www.lankapropertyweb.com/rentals/property_details-5866821.html,"T B Jaya Mawatha, Colombo 2","T B Jaya Mawatha, Colombo 2     [View on large map]",https://www.lankapropertyweb.com/pics/5866821/5866821_1770541990_492.png,1700000,Rent,Lankapropertyweb.com,2026-02-21
24000 Sq.ft - Office Space for Rent - CP36827,24000,Office space,https://www.lankapropertyweb.com/rentals/property_details-5843522.html,"Facing Duplication Road, Colombo 3","Facing Duplication Road, Colombo 3     [View on large map]",https://www.lankapropertyweb.com/pics/5843522/5843522_1765175018_2511.png,7200000,Rent,Lankapropertyweb.com,2026-02-21
Office space for rent in Colombo 5,2200,Office space,https://www.lankapropertyweb.com/rentals/property_details-5860063.html,Colombo 5,Colombo 5     [View on large map],https://www.lankapropertyweb.com/pics/5860063/5860063_1769149954_5236.jpeg,350000,Rent,Lankapropertyweb.com,2026-02-21
Office space for rent in Colombo 3 4th floor with lift...,1050,Office space,https://www.lankapropertyweb.com/rentals/property_details-5832667.html,Colombo 3,Colombo 3     [View on large map],https://www.lankapropertyweb.com/pics/5832667/5832667_1762319987_2647.jpeg,200000,Rent,Lankapropertyweb.com,2026-02-21
"44,000 Sq.ft A Grade Office Space for Rent - CP38147",44000,Office space,https://www.lankapropertyweb.com/rentals/property_details-5863697.html,"W A D Ramanayake Mawatha, Colombo 2","W A D Ramanayake Mawatha, Colombo 2     [View on large map]",https://www.lankapropertyweb.com/pics/5863697/5863697_1769852944_5492.jpeg,15000000,Rent,Lankapropertyweb.com,2026-02-21
Commercial Property - Building for Rent in Colombo...,7400,Building,https://www.lankapropertyweb.com/rentals/property_details-5870354.html,Colombo 8,Colombo 8     [View on large map],https://www.lankapropertyweb.com/pics/5870354/5870354_1771390225_5675.jpeg,1000000,Rent,Lankapropertyweb.com,2026-02-21
Private office space for 4 persons at Regus World Trade...,646,Office space,https://www.lankapropertyweb.com/rentals/property_details-504071.html,"Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1","Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1     [View on large map]",https://www.lankapropertyweb.com/pics/504071/504071_1645644695_2018.jpg,343900,Rent,Lankapropertyweb.com,2026-02-21
Private office space for 3 persons at Regus Bernards...,646,Office space,https://www.lankapropertyweb.com/rentals/property_details-504080.html,"2nd Floor, Bernards Business Park, No 106, Dutugemunu Street, Dehiwela, Dehiwala","2nd Floor, Bernards Business Park, No 106, Dutugemunu Street, Dehiwela, Dehiwala     [View on large map]",https://www.lankapropertyweb.com/pics/504080/504080_1645651975_563.jpg,105784,Rent,Lankapropertyweb.com,2026-02-21
Private office space tailored to your business's...,807,Office space,https://www.lankapropertyweb.com/rentals/property_details-504296.html,"2nd Floor, Bernards Business Park, No 106, Dutugemunu Street, Dehiwela, Dehiwala","2nd Floor, Bernards Business Park, No 106, Dutugemunu Street, Dehiwela, Dehiwala     [View on large map]",https://www.lankapropertyweb.com/pics/504296/504296_1645706827_0926.jpg,165684,Rent,Lankapropertyweb.com,2026-02-21
Find office space at Regus Bernards Business Park for...,538,Office space,https://www.lankapropertyweb.com/rentals/property_details-504079.html,"2nd Floor, Bernards Business Park, No 106, Dutugemunu Street, Dehiwela, Dehiwala","2nd Floor, Bernards Business Park, No 106, Dutugemunu Street, Dehiwela, Dehiwala     [View on large map]",https://www.lankapropertyweb.com/pics/504079/504079_1645650769_6599.jpg,59900,Rent,Lankapropertyweb.com,2026-02-21
Fully serviced private office space for your team at...,646,Office space,https://www.lankapropertyweb.com/rentals/property_details-504081.html,"2nd Floor, Bernards Business Park, No 106, Dutugemunu Street, Dehiwela, Dehiwala","2nd Floor, Bernards Business Park, No 106, Dutugemunu Street, Dehiwela, Dehiwala     [View on large map]",https://www.lankapropertyweb.com/pics/504081/504081_1645706714_2076.jpg,119800,Rent,Lankapropertyweb.com,2026-02-21
Private office space for 2 persons at Regus Lotus Building...,538,Office space,https://www.lankapropertyweb.com/rentals/property_details-504301.html,"2nd Floor, No 275, Nawala Road, Nawala, Sri Lanka 10250","2nd Floor, No 275, Nawala Road, Nawala, Sri Lanka 10250     [View on large map]",https://www.lankapropertyweb.com/pics/504301/504301_1645709123_0069.png,50900,Rent,Lankapropertyweb.com,2026-02-21
Fully serviced private office space for you and your...,807,Office space,https://www.lankapropertyweb.com/rentals/property_details-504072.html,"Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1","Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1     [View on large map]",https://www.lankapropertyweb.com/pics/504072/504072_1683889788_6096.jpeg,429800,Rent,Lankapropertyweb.com,2026-02-21
Find office space at Regus Lotus Building ...,538,Office space,https://www.lankapropertyweb.com/rentals/property_details-504300.html,"2nd Floor, No 275, Nawala Road, Nawala, Sri Lanka 10250","2nd Floor, No 275, Nawala Road, Nawala, Sri Lanka 10250     [View on large map]",https://www.lankapropertyweb.com/pics/504300/504300_1645708496_4039.jpg,26900,Rent,Lankapropertyweb.com,2026-02-21
All-inclusive access to coworking space at Regus World...,108,Office space,https://www.lankapropertyweb.com/rentals/property_details-5667116.html,"Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1","Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1     [View on large map]",https://www.lankapropertyweb.com/pics/5667116/5667116_1715931687_4278.jpeg,10393,Rent,Lankapropertyweb.com,2026-02-21
Flexible Coworking Memberships at Regus Parla...,100,Office space,https://www.lankapropertyweb.com/rentals/property_details-5667063.html,"Level 12, Parkland Building, No 33, Park Street, Colombo, Sri Lanka 00, Colombo 12","Level 12, Parkland Building, No 33, Park Street, Colombo, Sri Lanka 00, Colombo 12     [View on large map]",https://www.lankapropertyweb.com/pics/5667063/5667063_1771379312_2649.jpeg,11900,Rent,Lankapropertyweb.com,2026-02-21
Find a dedicated desk at Regus World Trade Centre -...,323,Office space,https://www.lankapropertyweb.com/rentals/property_details-5667124.html,"Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1","Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1     [View on large map]",https://www.lankapropertyweb.com/pics/5667124/5667124_1767683883_6806.jpeg,N/A,Rent,Lankapropertyweb.com,2026-02-21
Access professional office space at Regus McLaren's...,108,Office space,https://www.lankapropertyweb.com/rentals/property_details-5667300.html,"2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4","2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4     [View on large map]",https://www.lankapropertyweb.com/pics/5667300/5667300_1715945572_7501.jpeg,20500,Rent,Lankapropertyweb.com,2026-02-21
Fully serviced private office space for you and your...,538,Office space,https://www.lankapropertyweb.com/rentals/property_details-504027.html,"Level 12, Parkland Building, No 33, Park Street, Colombo, Sri Lanka 00, Colombo 12","Level 12, Parkland Building, No 33, Park Street, Colombo, Sri Lanka 00, Colombo 12     [View on large map]",https://www.lankapropertyweb.com/pics/504027/504027_1645623763_9812.jpg,134900,Rent,Lankapropertyweb.com,2026-02-21
Open plan office space for 10 persons at Regu...,1186,Office space,https://www.lankapropertyweb.com/rentals/property_details-503605.html,"2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4","2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4     [View on large map]",https://www.lankapropertyweb.com/pics/503605/503605_1645543458_4449.jpg,426940,Rent,Lankapropertyweb.com,2026-02-21
Commercial Building for rent in Colombo 2,13000,Building,https://www.lankapropertyweb.com/rentals/property_details-5870343.html,Colombo 2,Colombo 2     [View on large map],https://www.lankapropertyweb.com/pics/5870343/5870343_1771388291_7334.jpeg,4500000,Rent,Lankapropertyweb.com,2026-02-21
Flexible Coworking Memberships at Regus McLaren's...,108,Office space,https://www.lankapropertyweb.com/rentals/property_details-5667289.html,"2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4","2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4     [View on large map]",https://www.lankapropertyweb.com/pics/5667289/5667289_1771384651_7375.jpeg,11900,Rent,Lankapropertyweb.com,2026-02-21
Open plan office space for 15 persons at Regu...,1292,Shop space,https://www.lankapropertyweb.com/rentals/property_details-5667280.html,"2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4","2nd Floor McLaren's Building, No 123, Bauddhaloka Mawatha, Colombo, Colombo 4     [View on large map]",https://www.lankapropertyweb.com/pics/5667280/5667280_1718597150_0253.jpeg,689273,Rent,Lankapropertyweb.com,2026-02-21
Book open plan office space for businesses of all sizes...,1186,Shop space,https://www.lankapropertyweb.com/rentals/property_details-5667126.html,"Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1","Level 26, East Tower, World Trade Center, Echelon Square, Colombo 0010, Colombo 1     [View on large map]",https://www.lankapropertyweb.com/pics/5667126/5667126_1715933706_764.jpeg,859700,Rent,Lankapropertyweb.com,2026-02-21
Fully serviced private office space for you and your...,538,Office space,https://www.lankapropertyweb.com/rentals/property_details-503599.html,N/A,N/A,/images/loading-image-9.gif,77802/month[145PSF],Rent,Lankapropertyweb.com,2026-02-21
A Grade Office Space For Rent In Colombo 03 - 2807,1400,Office,https://ikman.lk/en/ad/a-grade-office-space-for-rent-in-colombo-03-2807-for-rent-colombo-2,"Colombo 3,",HomeAll adsPropertyCommercial Property RentalsOfficeOffice in ColomboOffice in Colombo 3A Grade Office Space For Rent In Colombo 03 - 2807,https://i.ikman-st.com/a-grade-office-space-for-rent-in-colombo-03-2807-for-rent-colombo-2/2f23a8c8-f55e-49d6-a13d-6670214fc760/142/107/cropped.jpg,500000,Rent,Ikman.lk,2026-02-21
Commercial Building Rent Duplication Road Colombo 03 - 3541,2500,Office,https://ikman.lk/en/ad/commercial-building-rent-duplication-road-colombo-03-3541-for-rent-colombo-34,"Colombo 3,",HomeAll adsPropertyCommercial Property RentalsOfficeOffice in ColomboOffice in Colombo 3Commercial Building Rent Duplication Road Colombo 03 - 3541,https://i.ikman-st.com/commercial-building-rent-duplication-road-colombo-03-3541-for-rent-colombo-34/052a173c-dc05-413c-80dc-313cc2b4f8d0/142/107/cropped.jpg,750000,Rent,Ikman.lk,2026-02-21
Office For Rent In Boralesgamuwa - 2608,3000,Office,https://ikman.lk/en/ad/office-for-rent-in-boralesgamuwa-2608-for-rent-colombo,"Boralesgamuwa,",HomeAll adsPropertyCommercial Property RentalsOfficeOffice in ColomboOffice in BoralesgamuwaOffice For Rent In Boralesgamuwa - 2608,https://i.ikman-st.com/office-for-rent-in-boralesgamuwa-2608-for-rent-colombo/9a7ba5eb-89ba-4166-9b5f-d43ee331a26c/142/107/cropped.jpg,270000,Rent,Ikman.lk,2026-02-21
